"Year" "Species_ID" "presence_01" "Species_name" "Maxheight_cm" "Family" "IUCN_CH" "N_value" "C" "R" "T_value" "K_value" "L_value" "F_value" "R_value" "H_Rivers_and_Lakes" "H_Shorelines" "H_Bogs_and_mires" "H_Rocks_and_debris" "H_Dry_meadows" "H_Rich_meadows" "H_Alpine_pastures" "H_Herbaceous_fringe" "H_Shrubs_hedges" "H_Forests" "H_Ruderal_areas" "H_Cropfields" "IUCNorder" "Fn" "Tn" "Kn" "Rn" "Nn" "Ln" "Rnum" "Cnum" "yeardif" "yeardifnew" "xy_coded"
"93" 2001 "279200" 0 "Ophrys sphegodes Mill." NA "Orchidaceae" "EN" NA NA NA "4.5" "2" "3" "2" "5" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "4_EN" 2 4.5 2 5 NA 3 NA NA 11 9 20
"94" 1995 "157300" 1 "Eryngium campestre L." 50 "Apiaceae" "EN" "2" "CC" "0" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 5 3 4 2 4 0 2 17 15 21
"95" 2001 "279000" 1 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 11 9 21
"96" 1995 "285100" 1 "Orobanche gracilis Sm." 60 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "1" "1" "0" "0" "0" "0" "5_VU" 2 4.5 4 4 2 4 1 0 17 15 21
"97" 1998 "377900" 1 "Scandix pecten-veneris L." 30 "Apiaceae" "EN" "3" "0" "RRR" "4.5" "4" "4" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 1.5 4.5 4 4 3 4 3 0 14 12 21
"98" 1995 "41600" 1 "Arabis sagittata (Bertol.) DC." 80 "Brassicaceae" "VU" "2" "0" "RR" "4" "2" "3" "3" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 4 2 4 2 3 2 0 17 15 21
"99" 2000 "157300" 1 "Eryngium campestre L." 50 "Apiaceae" "EN" "2" "CC" "0" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 5 3 4 2 4 0 2 12 10 22
"100" 2001 "172900" 1 "Filago vulgaris Lam." 35 "Asteraceae" "CR" "3" "0" "RR" "4.5" "4" "4" "1" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 1 4.5 4 3 3 4 2 0 11 9 22
"101" 2001 "229400" 1 "Lathyrus hirsutus L." 100 "Fabaceae" "CR" "3" "C" "RR" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 2 4.5 4 4 3 3 2 1 11 9 22
"102" 1995 "230700" 1 "Lathyrus sphaericus Retz." 50 "Fabaceae" "VU" "3" "0" "RRR" "5" "4" "3" "2" "3" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 5 4 3 3 3 3 0 17 15 22
"103" 2001 "279000" 1 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 11 9 22
"104" 2001 "284400" 1 "Orobanche arenaria Borkh." 45 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "1.5" "4" "0" "0" "0" "1" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1.5 4.5 4 4 2 4 1 0 11 9 22
"105" 1996 "285100" 1 "Orobanche gracilis Sm." 60 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "1" "1" "0" "0" "0" "0" "5_VU" 2 4.5 4 4 2 4 1 0 16 14 22
"106" 1995 "398100" 1 "Sison amomum L." 70 "Apiaceae" "CR" "3" "C" "R" "5" "2" "3" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "3_CR" 2.5 5 2 4 3 3 1 1 17 15 22
"107" 1995 "40300" 0 "Arabis collina Ten." 30 "Brassicaceae" "VU" "2" "0" "RR" "4" "4" "4" "2" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 2 4 4 4 2 4 2 0 17 15 22
"108" 1995 "41600" 1 "Arabis sagittata (Bertol.) DC." 80 "Brassicaceae" "VU" "2" "0" "RR" "4" "2" "3" "3" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 4 2 4 2 3 2 0 17 15 22
"109" 1995 "41700" 1 "Arabis scabra All." 20 "Brassicaceae" "CR" "1" "C" "R" "2.5" "2" "4" "1.5" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "3_CR" 1.5 2.5 2 5 1 4 1 1 17 15 22
"110" 2001 "427700" 1 "Trifolium scabrum L." 15 "Fabaceae" "EN" "2" "0" "RR" "5" "2" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1 5 2 4 2 4 2 0 11 9 22
"111" 1997 "434300" 1 "Vaccaria hispanica (Mill.) Rauschert" 60 "Caryophyllaceae" "CR" "3" "0" "RR" "4" "4" "4" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 1.5 4 4 4 3 4 2 0 15 13 22
"112" 1995 "445200" 1 "Vicia cracca subsp. tenuifolia (Roth) Bonnier & Layens" 120 "Fabaceae" "NT" "3" "C" "R" "4.5" "4" "3" "2" "3" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "6_NT" 2 4.5 4 3 3 3 1 1 17 15 22
"113" 1996 "448900" 1 "Viola alba subsp. scotophylla (Jord.) Nyman" 15 "Violaceae" "VU" "3" "CC" "0" "4.5" "4" "3" "2" "4" NA NA NA NA NA NA NA NA NA NA NA NA "5_VU" 2 4.5 4 4 3 3 0 2 16 14 22
"114" 1996 "157300" 1 "Eryngium campestre L." 50 "Apiaceae" "EN" "2" "CC" "0" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 5 3 4 2 4 0 2 16 14 23
"115" 2001 "228900" 1 "Lathyrus aphaca L." 30 "Fabaceae" "CR" "2" "0" "RRR" "4.5" "4" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "3_CR" 2 4.5 4 3 2 4 3 0 11 9 23
"116" 1999 "229400" 0 "Lathyrus hirsutus L." 100 "Fabaceae" "CR" "3" "C" "RR" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 2 4.5 4 4 3 3 2 1 13 11 23
"117" 1994 "279000" 1 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 18 16 23
"118" 1998 "285100" 0 "Orobanche gracilis Sm." 60 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "1" "1" "0" "0" "0" "0" "5_VU" 2 4.5 4 4 2 4 1 0 14 12 23
"119" 1999 "385100" 0 "Sedum rubens L." 15 "Crassulaceae" "VU" "3" "C" "0" "4.5" "2" "4" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 2 2 3 4 0 1 13 11 23
"120" 1999 "398100" 1 "Sison amomum L." 70 "Apiaceae" "CR" "3" "C" "R" "5" "2" "3" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "3_CR" 2.5 5 2 4 3 3 1 1 13 11 23
"121" 1995 "402500" 0 "Sorbus domestica L." 1500 "Rosaceae" "EN" "2" "CC" "0" "4.5" "2" "3" "3" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3 4.5 2 4 2 3 0 2 17 15 23
"122" 2001 "41600" 1 "Arabis sagittata (Bertol.) DC." 80 "Brassicaceae" "VU" "2" "0" "RR" "4" "2" "3" "3" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 4 2 4 2 3 2 0 11 9 23
"123" 1995 "41700" 1 "Arabis scabra All." 20 "Brassicaceae" "CR" "1" "C" "R" "2.5" "2" "4" "1.5" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "3_CR" 1.5 2.5 2 5 1 4 1 1 17 15 23
"124" 1998 "437300" 1 "Valerianella dentata (L.) Pollich" 30 "Valerianaceae" "VU" "3" "0" "RRR" "4.5" "2" "4" "2.5" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 2 3 3 4 3 0 14 12 23
"125" 1995 "437600" 1 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 17 15 23
"126" 1995 "160100" 1 "Euphorbia falcata L." 20 "Euphorbiaceae" "EN" "4" "0" "RRR" "5" "3" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2 5 3 4 4 4 3 0 17 15 24
"127" 1995 "197200" 1 "Heliotropium europaeum L." 30 "Boraginaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 17 15 24
"128" 1995 "342800" 0 "Rapistrum rugosum (L.) All." 60 "Brassicaceae" "VU" "4" "0" "RRR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 3 0 17 15 24
"129" 1966 "419800" 0 "Thymelaea passerina (L.) Coss. & Germ." 40 "Thymelaeaceae" "EN" "4" "0" "RRR" "4.5" "4" "4" "2" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2 4.5 4 4 4 4 3 0 46 44 24
"130" 1995 "437600" 0 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 17 15 24
"131" 1995 "438400" 1 "Verbascum blattaria L." 120 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "3" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2.5 4.5 3 4 4 4 1 1 17 15 24
"132" 1996 "10100" 0 "Ajuga chamaepitys (L.) Schreb." 20 "Lamiaceae" "NT" "2" "0" "RR" "4.5" "4" "4" "2" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "6_NT" 2 4.5 4 5 2 4 2 0 16 14 25
"133" 1995 "197200" 0 "Heliotropium europaeum L." 30 "Boraginaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 17 15 25
"134" 1987 "216400" 0 "Isopyrum thalictroides L." 30 "Ranunculaceae" "EN" "3" "C" "0" "4.5" "4" "2" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3.5 4.5 4 4 3 2 0 1 25 23 25
"135" 1995 "285200" 1 "Orobanche hederae Duby" 30 "Orobanchaceae" "NT" "3" "0" "R" "4.5" "2" "2" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "6_NT" 2 4.5 2 3 3 2 1 0 17 15 25
"136" 1996 "337100" 0 "Ranunculus arvensis L." 60 "Ranunculaceae" "VU" "3" "0" "RRR" "4.5" "4" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 4 4 3 4 3 0 16 14 25
"137" 1996 "360700" 1 "Rumex pulcher L." 60 "Polygonaceae" "VU" "4" "C" "R" "5" "3" "4" "3" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "5_VU" 3 5 3 3 4 4 1 1 16 14 25
"138" 1996 "422000" 1 "Torilis arvensis (Huds.) Link" 120 "Apiaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 16 14 25
"139" 1995 "437600" 0 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 17 15 25
"140" 1996 "439500" 1 "Verbascum pulverulentum Vill." 200 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "2" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2 4.5 2 4 4 4 1 1 16 14 25
"141" 1995 "172800" 0 "Filago pyramidata L." 30 "Asteraceae" "RE" "3" "0" "RR" "5" "2" "4" "2" "3" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "2_RE" 2 5 2 3 3 4 2 0 17 15 26
"142" 1995 "197200" 1 "Heliotropium europaeum L." 30 "Boraginaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 17 15 26
"143" 1995 "262300" 1 "Misopates orontium (L.) Raf." 30 "Scrophulariaceae" "VU" "1" "0" "RRR" "4.5" "2" "4" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 3 4.5 2 2 1 4 3 0 17 15 26
"144" 1996 "290800" 0 "Papaver argemone L." 30 "Papaveraceae" "VU" "4" "0" "RRR" "4.5" "4" "4" "1.5" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "5_VU" 1.5 4.5 4 3 4 4 3 0 16 14 26
"145" 1996 "342800" 0 "Rapistrum rugosum (L.) All." 60 "Brassicaceae" "VU" "4" "0" "RRR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 3 0 16 14 26
"146" 1995 "437600" 1 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 17 15 26
"147" 1995 "160100" 1 "Euphorbia falcata L." 20 "Euphorbiaceae" "EN" "4" "0" "RRR" "5" "3" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2 5 3 4 4 4 3 0 17 15 27
"148" 1995 "262300" 1 "Misopates orontium (L.) Raf." 30 "Scrophulariaceae" "VU" "1" "0" "RRR" "4.5" "2" "4" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 3 4.5 2 2 1 4 3 0 17 15 27
"149" 1995 "437600" 1 "Valerianella rimosa Bastard" 30 "Valerianaceae" "EN" "3" "0" "RRR" "4.5" "2" "4" "2.5" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2.5 4.5 2 2 3 4 3 0 17 15 27
"150" 1995 "145200" 0 "Eleocharis austriaca Hayek" 30 "Cyperaceae" "NT" "2" "C" "R" "3.5" "2" "4" "4.5" "3" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 4.5 3.5 2 3 2 4 1 1 17 15 28
"151" 1997 "150450" 0 "Epipactis rhodanensis Gévaudan & Robatsch" 60 "Orchidaceae" "EN" "3" "C" "R" "4.5" "3" "2" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3.5 4.5 3 4 3 2 1 1 15 13 28
"152" 1997 "157300" 1 "Eryngium campestre L." 50 "Apiaceae" "EN" "2" "CC" "0" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 5 3 4 2 4 0 2 15 13 28
"153" 1998 "160100" 0 "Euphorbia falcata L." 20 "Euphorbiaceae" "EN" "4" "0" "RRR" "5" "3" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 2 5 3 4 4 4 3 0 14 12 28
"154" 1997 "178300" 1 "Galium glaucum L." 80 "Rubiaceae" "VU" "2" "C" "R" "4" "4" "3" "1.5" "5" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "5_VU" 1.5 4 4 5 2 3 1 1 15 13 28
"155" 1997 "216400" 1 "Isopyrum thalictroides L." 30 "Ranunculaceae" "EN" "3" "C" "0" "4.5" "4" "2" "3.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4_EN" 3.5 4.5 4 4 3 2 0 1 15 13 28
"156" 1997 "285100" 1 "Orobanche gracilis Sm." 60 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "1" "1" "0" "0" "0" "0" "5_VU" 2 4.5 4 4 2 4 1 0 15 13 28
"157" 1998 "427700" 1 "Trifolium scabrum L." 15 "Fabaceae" "EN" "2" "0" "RR" "5" "2" "4" "1" "4" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1 5 2 4 2 4 2 0 14 12 28
"158" 1998 "439200" 0 "Verbascum phlomoides L." 200 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2 4.5 4 4 4 4 1 1 14 12 28
"159" 1998 "439500" 1 "Verbascum pulverulentum Vill." 200 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "2" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2 4.5 2 4 4 4 1 1 14 12 28
"160" 1998 "71600" 1 "Calamintha ascendens Jord." NA "Lamiaceae" "EN" "3" "C" "R" "4.5" "2" "3" "2" "3" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "0" "0" "4_EN" 2 4.5 2 3 3 3 1 1 14 12 28
"161" 1998 "72400" 1 "Calendula arvensis L." 30 "Asteraceae" "EN" "3" "0" "RRR" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 1.5 5 3 4 3 4 3 0 14 12 28
"162" 1995 "72600" 0 "Calepina irregularis (Asso) Thell." 60 "Brassicaceae" "EN" "4" "0" "RRR" "4.5" "4" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 4 4 4 4 3 0 17 15 28
"163" 1995 "9700" 1 "Aira caryophyllea L." 30 "Poaceae" "VU" "1" "0" "RRR" "4.5" "2" "5" "1" "2" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "5_VU" 1 4.5 2 2 1 5 3 0 17 15 28
"164" 1996 "157300" 1 "Eryngium campestre L." 50 "Apiaceae" "EN" "2" "CC" "0" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 5 3 4 2 4 0 2 16 14 29
"165" 1998 "197200" 0 "Heliotropium europaeum L." 30 "Boraginaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 14 12 29
"166" 2000 "228900" 1 "Lathyrus aphaca L." 30 "Fabaceae" "CR" "2" "0" "RRR" "4.5" "4" "4" "2" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "3_CR" 2 4.5 4 3 2 4 3 0 12 10 29
"167" 1983 "279000" 0 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 29 27 29
"168" 1995 "377900" 1 "Scandix pecten-veneris L." 30 "Apiaceae" "EN" "3" "0" "RRR" "4.5" "4" "4" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 1.5 4.5 4 4 3 4 3 0 17 15 29
"169" 1984 "403200" 1 "Sparganium erectum L. s.str." 150 "Sparganiaceae" "NT" "4" "C" "0" "3.5" "3" "4" "5" "4" "1" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "6_NT" 5 3.5 3 4 4 4 0 1 28 26 29
"170" 1995 "403400" 1 "Sparganium erectum subsp. neglectum (Beeby) K. Richt." 150 "Sparganiaceae" "EN" "3" "C" "0" "3.5" "2" "4" "5" "2" "1" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4_EN" 5 3.5 2 2 3 4 0 1 17 15 29
"171" 1997 "41600" 1 "Arabis sagittata (Bertol.) DC." 80 "Brassicaceae" "VU" "2" "0" "RR" "4" "2" "3" "3" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3 4 2 4 2 3 2 0 15 13 29
"172" 1998 "422000" 0 "Torilis arvensis (Huds.) Link" 120 "Apiaceae" "VU" "4" "C" "RR" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 4 4 2 1 14 12 29
"173" 1999 "426800" 1 "Trifolium patens Schreb." 50 "Fabaceae" "VU" "3" "0" "RR" "4" "2" "4" "3" "4" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "1" "0" "5_VU" 3 4 2 4 3 4 2 0 13 11 29
"174" 1998 "439500" 1 "Verbascum pulverulentum Vill." 200 "Scrophulariaceae" "EN" "4" "C" "R" "4.5" "2" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 2 4.5 2 4 4 4 1 1 14 12 29
"175" 1998 "71600" 1 "Calamintha ascendens Jord." NA "Lamiaceae" "EN" "3" "C" "R" "4.5" "2" "3" "2" "3" "0" "0" "0" "0" "0" "0" "0" "1" "1" "1" "0" "0" "4_EN" 2 4.5 2 3 3 3 1 1 14 12 29
"176" 1998 "72400" 1 "Calendula arvensis L." 30 "Asteraceae" "EN" "3" "0" "RRR" "5" "3" "4" "1.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "4_EN" 1.5 5 3 4 3 4 3 0 14 12 29
"177" 1995 "230900" 1 "Lathyrus tuberosus L." 90 "Fabaceae" "VU" "3" "CC" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2 4.5 4 4 3 4 1 2 17 15 30
"178" 1998 "262300" 0 "Misopates orontium (L.) Raf." 30 "Scrophulariaceae" "VU" "1" "0" "RRR" "4.5" "2" "4" "3" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 3 4.5 2 2 1 4 3 0 14 12 30
"179" 1983 "278300" 0 "Ophrys araneola Rchb." 30 "Orchidaceae" "VU" "1" "C" "R" "4.5" "2" "3" "2" "5" "0" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "5_VU" 2 4.5 2 5 1 3 1 1 29 27 30
"180" 1997 "279000" 1 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 15 13 30
"181" 1995 "285100" 1 "Orobanche gracilis Sm." 60 "Orobanchaceae" "VU" "2" "0" "R" "4.5" "4" "4" "2" "4" "0" "0" "0" "0" "1" "0" "1" "1" "0" "0" "0" "0" "5_VU" 2 4.5 4 4 2 4 1 0 17 15 30
"182" 1995 "337100" 1 "Ranunculus arvensis L." 60 "Ranunculaceae" "VU" "3" "0" "RRR" "4.5" "4" "4" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "5_VU" 2.5 4.5 4 4 3 4 3 0 17 15 30
"183" 1997 "62400" 0 "Blackstonia perfoliata (L.) Huds." 50 "Gentianaceae" "VU" "1" "0" "RRR" "4" "3" "4" "3.5" "4" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "5_VU" 3.5 4 3 4 1 4 3 0 15 13 30
"184" 1995 "68000" 1 "Buglossoides purpurocaerulea (L.) I. M. Johnst." 60 "Boraginaceae" "NT" "2" "CC" "0" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "6_NT" 2 4.5 4 4 2 3 0 2 17 15 30
"185" 1998 "193600" 0 "Gypsophila muralis L." 15 "Caryophyllaceae" "EN" "3" "0" "RR" "4" "4" "4" "3.5" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "4_EN" 3.5 4 4 2 3 4 2 0 14 12 31
"186" 1998 "211300" 1 "Hypericum pulchrum L." 80 "Hypericaceae" "VU" "1" "CC" "0" "3.5" "2" "3" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "5_VU" 3 3.5 2 1 1 3 0 2 14 12 31
"187" 1998 "229400" 1 "Lathyrus hirsutus L." 100 "Fabaceae" "CR" "3" "C" "RR" "4.5" "4" "3" "2" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "3_CR" 2 4.5 4 4 3 3 2 1 14 12 31
"188" 1993 "279000" 0 "Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele" 90 "Orchidaceae" "EN" "2" "C" "R" "4.5" "2" "4" "1.5" "5" "0" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "4_EN" 1.5 4.5 2 5 2 4 1 1 19 17 31
"189" 1998 "348600" 1 "Rosa gallica L." 100 "Rosaceae" "EN" "2" "CCC" "0" "4.5" "4" "3" "2.5" "4" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" "4_EN" 2.5 4.5 4 4 2 3 0 3 14 12 31
